gene	max	min
FEM1A	5.06221009478844	1.62257665081711e-08
ZGPAT	5.05574222699013	6.0089533349128e-10
A1BG	5.05449066992283	4.44834542534522e-08
POC1B-GALNT4	5.04066720190573	1.61234998974358e-06
RPL13	5.03830931887824	1.14443849952295e-08
RPL28	5.02258464309314	1.25656018923337e-09
SARM1	5.01173060111522	2.3679245453323e-07
MAP1LC3B2	5.00221566954472	4.8273607555771e-08
IFI27	4.99750124118828	2.71940692186945e-09
STX16-NPEPL1	4.99029127706329	1.36083095902961e-07
THTPA	4.9810363724723	5.23413419273311e-08
PIN4	4.98086791836435	1.83900955796901e-07
TREX2	4.98025268188411	3.27152474000059e-07
MAP3K12	4.97991377081365	1.33973015792321e-07
HIF1A	4.97902684638902	0.000284548777369942
TUBB6	4.97309890468718	5.34314564148985e-07
TUBB3	4.96451245841161	4.90839369149398e-09
MTCP1	4.93822040753418	4.1460042066177e-07
C17orf49	4.93789430699339	4.56577025076399e-08
UBE2S	4.93574964512874	2.01960998680306e-06
RPS15	4.93470396520451	6.95099444669722e-09
CLEC18A	4.93123943055664	5.01815367481839e-07
EME2	4.92709900930421	2.54110366082472e-07
PAK6	4.9115180287987	1.20345420473456e-06
C20orf24	4.86911529617128	3.07430525481323e-09
NDUFA11	4.86822221617995	4.19129353446124e-09
FGF14	4.86008895488927	0.000103875849372326
MAGED4	4.85173480191866	2.98137093768247e-06
PABPN1	4.85080932639088	1.06297788349252e-08
SPSB3	4.8473384201614	1.96716243294759e-09
ARL6IP4	4.83568061229561	1.12964420040385e-08
SYS1-DBNDD2	4.82931835843492	2.09424488306631e-08
RPLP0	4.82720769886602	2.71025635711908e-07
PAM16	4.81626616866973	8.55547970246562e-08
NOXO1	4.81552651233269	3.02806077989715e-06
ATF7IP2	4.80844174003159	1.85944748736233e-05
FXYD2	4.79887257503107	2.02984182351429e-07
MDP1	4.79592853221524	2.95042728026829e-08
KRT85	4.79029408254699	0.000222354314332485
C16orf72	4.78920952562695	9.23317638270582e-05
PRODH	4.78850687685272	8.3597202937824e-08
NFATC3	4.78838763067818	4.29228241616286e-06
UBE2V1	4.78691182641026	6.40592556777619e-09
DLEU1	4.77375049260229	3.09929524711094e-07
PZP	4.77101472206139	1.08417959048257e-05
FAM161B	4.77021621491707	7.16836954239852e-08
SETD6	4.76584667664898	2.75794409532182e-09
SEPT1	4.75748171101748	7.72451346620073e-06
SULT1A3	4.75616233711566	1.99761664987363e-08
APOBEC3A	4.75289233584455	1.33065299332547e-05
ZNF135	4.74527763812868	2.20944706086357e-07
NPEPL1	4.74485473940909	3.94573458351033e-08
B3GNT4	4.74261648099248	2.79261946900533e-09
SDCBP2	4.73786004182656	3.30435421247444e-08
FAM156A	4.72252604462697	5.34897958126557e-06
ARHGAP4	4.70315546429588	1.72902582162848e-06
BIVM-ERCC5	4.69315928036911	3.45981456817412e-08
ARHGAP8	4.67943113285217	1.33438984306622e-07
TREH	4.67615272881541	4.2990689541611e-07
ST20-MTHFS	4.66890988555646	8.5724676246457e-09
KRT6A	4.64289822288954	3.95561501331798e-06
NOMO2	4.64272563494313	7.27108417919453e-09
KLK14	4.64267373564101	3.70062986849717e-05
NEDD8-MDP1	4.61900502079159	7.50627595635933e-08
RNASEK	4.60862321162766	4.67090544020721e-09
RPL36A	4.59390288180925	1.70088299000781e-09
H3F3C	4.59183582058592	5.23500620630557e-09
GABARAP	4.58554731500159	1.29926291947413e-09
IRF9	4.58132119616968	7.93257992626195e-09
PDE4C	4.56690987872941	6.48303615535806e-06
SLC25A6	4.56631199756633	5.51218182209823e-09
SAMD14	4.56289880690797	5.38031805552563e-07
UBC	4.55715351303228	1.41999995229014e-06
RPS9	4.53974450866257	4.28404867136578e-09
EIF3C	4.5331237691988	4.92028284782009e-09
UCHL3	4.53072861565529	1.43647893580123e-08
PRPF39	4.52571929462295	9.5047532244763e-07
RANGRF	4.51820940290669	3.32005534176005e-08
OVCA2	4.51360844904999	1.51781236468196e-08
IKZF3	4.50823994541677	1.45170137355599e-05
CHRNE	4.50220563355387	1.52286225643117e-05
CPLX3	4.49968508106436	6.30306027815664e-07
HAUS7	4.49871422758355	1.42576229045233e-07
SSPN	4.49391574214266	4.27085467435973e-07
NDUFV2	4.48430723484653	6.56803056386934e-09
NUPR1	4.47964156517133	1.89159266028582e-09
TUBA1A	4.47400274424556	2.8914080019149e-07
CCNK	4.47024592891451	1.2799921123019e-08
C1QTNF9B	4.46034138730355	1.76154676203577e-05
ICAM4	4.45770681913034	1.81128255505314e-07
PGAM4	4.45729045825311	9.40368538593361e-08
HNRNPA1L2	4.45388314256969	1.87550814878534e-08
TBC1D3	4.44634098626762	0.000159155031540514
ITPRIPL2	4.44411281669836	4.57381483798258e-08
ANGPTL6	4.43263547847519	6.6659640973743e-06
CKMT1B	4.43187075347284	1.98959915209684e-07
DISP2	4.4261024655744	0.000216236386920698
LENG9	4.41843417240839	4.89605749276478e-07
TMED1	4.41733131150301	4.20703016068558e-05
FGF13	4.40054190722111	1.14378416959937e-07
MRAP	4.40042158419333	1.77086283565941e-05
TSPAN31	4.39645272243774	1.77257479538895e-06
FEM1B	4.3919454214655	2.7443664443183e-06
PMCH	4.3812286254127	3.6797190903215e-06
SAMD4B	4.37346341415654	9.35509655075606e-06
NHSL2	4.37140505314574	5.66221829423341e-07
EIF3CL	4.35862121951151	3.5393865616129e-09
SIX5	4.35850977515506	2.61858974681672e-06
GTF2A1	4.34684363105507	2.50317155003899e-06
CCPG1	4.34508942293709	2.41196840278235e-09
AVPR1A	4.3379238280326	1.41511993128063e-05
TGFB1	4.30410484487666	4.16769143640749e-08
CSTB	4.3038107070133	3.54370204291854e-08
GCSH	4.30281302410165	5.38898259350162e-09
KHNYN	4.29630821866852	4.3961515361346e-07
CKMT1A	4.29401192717172	1.80840515895397e-08
COQ6	4.28801683131437	2.41617570395647e-08
PYROXD1	4.27989506084175	3.16713899550791e-09
HP	4.27776838921324	2.87384905028887e-06
GCOM1	4.27736548040294	4.58127058555746e-06
RPL18	4.26747778452687	5.9879390335027e-09
NAA10	4.26239571183262	7.32333660380391e-09
HAS3	4.2591637341404	5.06855916793114e-07
FLT3LG	4.25835615319064	3.83574287887711e-06
TMED8	4.25794977161952	8.98167026708308e-06
KRT73	4.25024330503082	0.000540251514801193
CDKL1	4.23880458188109	7.24467476231894e-06
GADD45GIP1	4.23596269627662	1.00905195310474e-08
DHRSX	4.22110615941159	6.13882296107704e-08
POLR2M	4.21495152526982	2.4089943817529e-08
ZCCHC3	4.21008899174891	3.42905348560407e-09
DHRS13	4.21008055520323	2.75697338647518e-06
HDAC10	4.20182197882122	2.29847943344907e-07
CEMP1	4.19001971749963	5.01052332957386e-08
GJD3	4.18741731501486	3.3926479757973e-05
DONSON	4.18368174444611	4.07182891493107e-06
RPL13A	4.17956353547704	2.77943179582962e-09
RPS2	4.17368518911584	1.62793094560243e-07
SLC12A5	4.1725975439944	9.07284078399684e-06
CASKIN1	4.16322262835177	2.7246255500657e-06
IGFLR1	4.16275731230749	1.07865174570065e-08
P2RY11	4.16184217107883	5.96033133959395e-09
RPS19	4.1579271735383	1.59185553627594e-09
TAX1BP3	4.15209918535274	4.62796378997155e-09
TIAF1	4.14709111795953	2.3823522310451e-07
CHMP4A	4.14197645693611	9.03943586649802e-10
SRPK3	4.13267769279852	3.77229093579956e-05
MT1B	4.12617959278173	4.73664930011886e-05
HIC1	4.12476398145082	5.42078236676069e-06
EME1	4.11746035157647	2.02638308355318e-07
CHKB	4.09364166107216	2.90948705128358e-08
RPL21	4.09180981620803	2.88708257301096e-09
SRRM5	4.08994034521078	6.02905303459522e-09
WDR83	4.08766117221623	2.81491843168169e-08
SPNS1	4.08639774518907	3.82032006029931e-09
HNRNPA1	4.08210889266162	2.76839173807275e-09
DBNDD2	4.07984821670895	2.93578628074442e-08
HOXC4	4.07333391438873	3.32578813999618e-06
ATF7IP	4.06428535027789	0.000146984808802486
EMG1	4.05958188489172	1.40736933218477e-09
MLYCD	4.05505557288937	7.47350128449398e-08
C15orf61	4.05169472483355	3.92861658227162e-05
PIEZO1	4.05132647469004	6.69572027680587e-05
C1RL	4.04278286208103	8.66064553406432e-08
COX4I1	4.03935974161106	5.77213885577521e-08
C19orf44	4.03887962288371	8.03000910210017e-09
DCN	4.03802025593868	5.45056810175026e-06
ASMTL	4.03559957946327	7.46794359685055e-09
LSM12	4.02821922366554	7.06261049643331e-09
CLMP	4.01530607623799	2.26589370813102e-05
SSR4	4.00553329746476	3.69096211816355e-06
SMCR8	4.00494481792011	3.10809568304649e-07
ZNF337	4.00440367190431	5.5316429659058e-08
RTEL1	4.00398934801287	2.29105271287722e-06
RPL41	4.00205597588884	7.49300532731922e-09
KLC1	4.00129781740697	9.99465399331712e-10
NDUFA7	4.00047873381293	1.11433156035901e-08
ARSG	3.99849465026166	8.0003498523773e-05
AKAP17A	3.9800697240155	1.08046513958016e-08
C18orf32	3.97953634821877	1.63174806999677e-09
SLC26A10	3.97615242917279	0.000387423455736613
DDX47	3.96781702580262	5.38305222619329e-09
CORO7	3.96066617884238	2.88439509610328e-06
SPATA13	3.95072736224624	2.51106141213597e-07
RPL10	3.95000950530291	3.61734997511576e-09
LGALS9B	3.94802664165705	0.000147896367815648
JMJD7-PLA2G4B	3.93995600892349	3.95238364259143e-07
DYNLL2	3.92724592336145	6.67244037799719e-11
GLS2	3.92545768419807	1.53752374831839e-06
TXNDC17	3.92491712870647	9.16076103862906e-11
P2RX5-TAX1BP3	3.92274415085865	1.15348838924945e-07
TCEA2	3.91520167534918	1.01190096550852e-05
SYCE1L	3.90951236545071	3.90005724297815e-05
RNF31	3.90702501840344	2.99857152441518e-07
GP1BB	3.90039950612104	2.08519828692744e-06
HNRNPH2	3.89585358026695	3.92590493447642e-09
UBE4A	3.89493940562116	1.17548006439705e-07
STK24	3.88435682516108	1.77938531464861e-07
RPL17	3.88420303270663	3.85717413564635e-09
YAF2	3.86500097341827	0.00016615699420619
MPZL3	3.85713654907291	4.96965021401508e-06
EGLN2	3.84819206091786	4.06996658597336e-09
HS6ST3	3.83781327715458	4.49353760600957e-06
ZNF410	3.83481511881083	1.16240799208356e-08
IER3IP1	3.82770550650518	3.13596171253039e-09
EXOC7	3.82620330792085	1.34343929047986e-06
DTWD1	3.82261912210059	4.33123967802373e-07
ATP5L	3.81046917859394	3.54530383717133e-07
CCDC117	3.80832305143994	4.32932356630999e-10
ASPSCR1	3.79848543229667	1.24236440113279e-05
LMAN1L	3.7909144847367	1.11921814038851e-06
FOXC2	3.79081876138417	6.72734429896238e-06
RAVER1	3.77035779038233	2.73384864790671e-06
DEXI	3.7660371336875	3.4547992910916e-08
CD3EAP	3.76315245464281	9.00224339517308e-10
SSH2	3.76138174316875	1.17409692199644e-05
MRPL52	3.76006828045367	5.73188057018115e-08
GRAP	3.75608958021328	7.23963020643481e-07
TRIM69	3.7487786325234	2.24019026440203e-07
MRPL38	3.73808874928086	5.47841860765175e-09
CCDC159	3.72100426902728	4.7318884011105e-07
PSMC3IP	3.7111885110657	2.32822618961848e-08
RBL1	3.70976460623257	1.05738238738162e-05
IPO4	3.70009441243119	3.2455815812682e-10
LRRC37A2	3.68786647048043	8.12249543624688e-06
ERCC5	3.68722522798181	1.63045665857453e-08
RAP1B	3.68302816796261	9.93422366590835e-09
LENG1	3.68267017213565	1.3533031140156e-07
SARNP	3.67735216757229	5.63262192443403e-09
PDK3	3.66489515173213	6.76127215371025e-06
PSMC1	3.63935179150871	9.73435776430165e-09
AP3S2	3.63574057929349	1.13070166563034e-08
ALDH2	3.63399847784174	1.1255549381417e-07
TNFSF13	3.63013721483942	1.37940592281893e-09
FGF11	3.62871668252108	2.01824402523698e-07
GLTPD2	3.62387051670351	4.70947265798216e-05
PPAN	3.6189614325757	2.33549237727004e-08
DNAJC17	3.61689966689933	9.44907481148505e-08
CYB5A	3.61609803848319	9.91633442026796e-10
SNRPA1	3.60049361843027	2.02376346791766e-08
CRYAA	3.60028622236201	5.27216235823857e-06
GTPBP6	3.59929008742422	1.01056629731033e-09
YPEL1	3.59632212407782	5.20345878385342e-07
ITFG2	3.5932332669349	6.11839138153769e-06
S1PR2	3.59134830044135	7.32672183367811e-07
NOL12	3.58518719839732	1.82083258692955e-07
RHOF	3.58009821713248	1.03694542730182e-07
STRADA	3.55270531319267	5.82341632693328e-08
SLC27A5	3.54796317230034	1.99388072719131e-07
TECR	3.54316473876857	5.3398929722448e-09
HSBP1	3.54205256799704	4.5228590126456e-06
C19orf71	3.53030045506102	1.12892444725787e-07
IL3RA	3.5248632338953	5.17318929915689e-08
PPAN-P2RY11	3.52318397178991	3.33709893496348e-07
MRPL42	3.51907599184242	6.3361143887164e-08
CBX6	3.51765900979131	4.3035274276626e-05
CKLF-CMTM1	3.51712772527628	2.38808780528288e-08
PHLDB1	3.51009597684864	5.2779389925206e-07
SMG6	3.50596962200372	9.3404392487173e-07
TEN1	3.50127526047641	3.46448647547959e-09
FAM209A	3.49402542704995	5.21026937150282e-08
BLOC1S1	3.49128119464268	2.08564128607591e-05
MGST1	3.49019518593627	8.65838956087828e-10
TYMS	3.48727150250253	1.98439813452467e-05
ADORA2A	3.46524606221021	6.03328009773918e-08
VAMP7	3.46308408713231	5.21682252951905e-09
CISD3	3.45157579924721	1.95652391576928e-06
COMMD4	3.44877923224068	9.51788514669261e-09
CCDC57	3.43580508440271	3.56186982131135e-08
ATXN3	3.42398127737179	6.44285330997363e-06
DPH1	3.41211909376722	1.23930302908803e-07
NDUFB1	3.40598265683779	1.82222592570724e-09
SDR39U1	3.395606218191	4.97147301103951e-09
ICOSLG	3.39252119980414	1.8997577555524e-06
RAB3D	3.3889938039185	1.05989063747813e-07
SMAD2	3.38062652261425	3.24453441891137e-09
KLRC4	3.36920508730501	2.93342657531337e-06
ZNF575	3.36395449035599	3.2181202660464e-06
ITM2B	3.3573152051581	9.0235694472085e-09
MFSD11	3.3515813703268	4.44572378910379e-10
KRR1	3.33834365041734	2.30775311571563e-06
MDM2	3.33502661785206	5.30426919125304e-05
ZNF224	3.33470671613713	1.45422157129538e-05
AARSD1	3.32423644063301	6.50364206933318e-10
ARL2BP	3.31975353744555	1.32377930839311e-09
MAZ	3.31442947262854	2.09174713106108e-08
SLC7A6	3.30491688216786	3.86983368416693e-06
SMARCE1	3.30304806234937	1.68628258023773e-08
ZNF564	3.30231565498623	7.82599224802283e-06
TMBIM4	3.3000767148729	1.08500195494798e-08
RECQL	3.29652183137902	5.55271180147088e-08
GATC	3.28891923564895	1.0363246705225e-08
VPS33A	3.28848872583581	1.20164349581842e-08
RBMS2	3.28833844988364	7.35520120365152e-06
TMEM99	3.2847406950368	4.00026388058805e-06
LPCAT3	3.24940514409346	2.40974395993021e-08
JMJD7	3.24691664627254	2.10626467378461e-08
IL17D	3.24365769304198	1.01478884486639e-05
AP1G2	3.23358899798201	1.5204839400873e-05
NDUFA3	3.23071510369357	1.74328818047798e-09
IDH3A	3.23067906278127	7.4497994440037e-08
RFFL	3.22970140289627	1.85997173218766e-09
SLC7A6OS	3.22518413014907	6.20629632130942e-08
POLR3H	3.21855628494928	1.46374966369933e-07
KCNK15	3.21586841407783	1.0947444095244e-05
ZNRF3	3.2142296426046	7.71823636114277e-08
SARS2	3.19819391189273	1.07902861046227e-06
IKBKG	3.19751611235023	5.70678180267237e-08
PSMD9	3.1854205712264	1.6961712034913e-09
RDH5	3.182438057131	2.8492990224116e-05
COX7B	3.18042598567733	3.36944463441569e-08
FAM156B	3.17676033441646	3.44223285342338e-06
TMEM120B	3.17588105633464	1.10757192550714e-06
SLC9A7	3.16223844757532	6.49312706135774e-06
MTMR3	3.15511791512562	1.39613041127973e-08
KLRK1	3.14324825820212	8.44264915755844e-07
RAB3IP	3.12954123314114	2.60275820895828e-07
XBP1	3.12901099006359	5.04958030944636e-09
STXBP2	3.12841607550125	3.99481237334243e-06
FBF1	3.12769443503822	2.38827092147176e-06
UQCRFS1	3.12667556517723	3.0029864193537e-05
PIGP	3.12253273540752	6.00121934368758e-08
MAGEA2B	3.10901575656176	1.09849593776801e-06
NGRN	3.10465535340101	3.17540571614927e-09
TPSD1	3.10031270719363	7.4137058891921e-07
ZNF629	3.09674628114334	2.09005484030911e-08
COG8	3.092712500637	1.63716369305789e-06
NEDD4L	3.08839648502123	9.68353449914972e-06
ZBED1	3.08538267790686	3.96085608755925e-09
MEF2B	3.07915292018605	5.23101617821986e-06
SNRPD1	3.07848368852489	5.98677340590825e-06
JMJD8	3.07620874308194	4.26656541208104e-08
CLN5	3.070161331678	2.5594371955151e-08
PPTC7	3.06895305454373	2.39616473773907e-06
MAVS	3.06037572181196	5.18270102389806e-08
ALG13	3.05859125310579	4.53384939369528e-07
RAB4B	3.05574486930684	9.81397452193278e-09
NAPA	3.04495678234125	8.9376673617636e-07
FAM71E1	3.04376917801858	2.29053975786542e-09
RAB5B	3.03538761705505	1.66023980918695e-05
ADAT1	3.03481601323138	5.34434658132632e-05
KIAA0391	3.03273392663289	7.90851828469386e-09
COX16	3.01468057623845	2.5352210224483e-06
SERF2	3.00946603500973	1.49858685460913e-08
RNF24	3.00567576221905	3.78190435772474e-05
STARD5	2.99521644481471	2.2679652067481e-07
SENP3	2.98745773716232	6.6585457147994e-09
ANP32D	2.98033934029855	1.07308430226105e-05
MYL6	2.97635399857952	3.54512000200202e-07
PET117	2.96555075299048	4.06235312055969e-09
DMKN	2.946662068437	3.58920715370914e-09
SULT1A1	2.93466728125674	1.57920984733551e-07
CYB5D1	2.93432781349232	1.38740112731739e-08
DUSP16	2.9223376224856	1.84524994395474e-07
HMGB1	2.90875091573698	1.02410274926967e-07
RRP7A	2.90286362719749	0.000109004059269502
INCA1	2.89928449331389	7.09458682468522e-07
NAA60	2.89347891071402	1.14873455476783e-05
ACOT1	2.89032467617194	2.14908464357677e-08
SEPT5	2.88913827442354	4.17320991985548e-07
HEXIM1	2.88009227189706	5.00434085282109e-08
C22orf23	2.87857026792367	5.15070292639308e-07
MAGEA2	2.87705497751717	1.00455530160914e-05
APOOL	2.87595744342267	3.22143344888559e-07
NAP1L1	2.86191358796714	1.13473053175994e-09
C12orf45	2.84612865221923	1.80997581367137e-08
ABHD16B	2.84554733297615	3.15479518775419e-06
GOSR2	2.83044363899155	3.09233045410195e-05
NDUFA9	2.82844737546085	1.62738000852869e-09
TM9SF1	2.82566254126826	1.81761432571648e-08
MAGED4B	2.8225781636582	1.72698751299549e-07
RPL23A	2.81746452290013	1.42069112030185e-09
MPRIP	2.81670271279604	2.22755769385685e-09
CCDC154	2.81505290462473	1.01075438974085e-05
PRR19	2.81174509562617	3.8191705442614e-07
MRPL46	2.80309464844807	4.46437153911461e-09
CMC2	2.78981403258789	5.79721337601313e-09
ANXA2	2.7835901682675	4.90140461550936e-09
TOP3B	2.78149872597205	1.46073271078961e-05
ZNHIT3	2.78121876620285	8.91152263093886e-09
USP15	2.77496067680616	7.63363966704844e-07
PSMA6	2.76777362641311	2.85223178408955e-09
TBC1D3F	2.76693894142999	0.000401688018798474
ANKRD11	2.76205677750955	1.34446630366547e-05
FUNDC2	2.7474500196664	2.59563126547846e-09
DDX19A	2.72420302727106	2.60848171507178e-07
HOMER2	2.70457919389763	1.94079596838037e-09
SLC46A1	2.70430689741726	5.27116394977156e-08
PCBP2	2.69377630662947	8.50908428162711e-08
ELL3	2.68983324685313	6.06059682439763e-08
HEXA	2.67109969868225	3.73916542173447e-09
SUGT1	2.64967650019335	6.21567193270778e-08
RPL38	2.64321328039548	2.13705853013835e-09
TNNC2	2.64216862985484	3.95232731875694e-07
MYZAP	2.63748139905161	8.08013021647014e-06
RPS27L	2.62974865756655	3.44738948498957e-09
VAPA	2.60451562387934	1.61468012294108e-08
ARHGEF18	2.59797290035305	6.83172629578621e-09
CD99	2.59748417821899	1.00425487028488e-05
ATP5O	2.58122144482998	1.59342050665146e-09
PHF20	2.57899042857358	7.95124144747916e-07
C1QTNF5	2.57794919458856	3.05930827337875e-08
TMED3	2.57732934713371	2.54563214951986e-09
B2M	2.55893186462654	4.83325379718735e-10
ALKBH6	2.55389122936883	3.66214507607765e-08
PIK3C3	2.54116996085531	4.76084363043583e-08
FAM103A1	2.5345563565835	4.20586827587499e-08
UTP14C	2.5306281831082	1.25660500511771e-05
ZNF207	2.52105630140481	0.0001333039960425
EFCAB11	2.51208019638461	2.77434188555858e-06
DIABLO	2.50932555415529	2.2816752931476e-09
SMS	2.50399457325196	2.26111795953443e-08
CORO7-PAM16	2.50217933031085	1.78303798392676e-08
ZC3H14	2.4878073174862	1.06793891507806e-07
ARIH1	2.48686389225965	8.31839082060526e-08
CARM1	2.48590290153204	4.03843216778554e-06
MOK	2.48572489044585	9.48010605572591e-07
RPL26	2.47839468964245	2.71854965205875e-08
LIN37	2.45538608618429	2.55135464666267e-06
TUBA1B	2.45325749634021	2.9445656224425e-07
UBA52	2.44338864787338	4.76214623290616e-09
AP1M1	2.42629291257565	9.27223764435325e-09
ZNF286A	2.42458801950305	2.97736398362503e-05
PPP2R5C	2.42042950919279	8.08130859120126e-07
TPT1	2.41572541456464	2.00445882114764e-09
PMM2	2.4152025884899	2.06199857188949e-09
FANCA	2.41353066102463	6.58619916671377e-05
KREMEN1	2.38420550542556	8.32372659687053e-09
FNTB	2.38075338633269	2.28069518826146e-08
RPL23	2.3665306339356	5.03268182683314e-09
RPL4	2.36465405006927	5.03442620924943e-10
WDR73	2.35968546611856	4.49981740757721e-09
NEDD8	2.35464953269192	2.620436223566e-08
TMSB15B	2.33530039106365	1.09811142579019e-06
NACA	2.33294622279793	1.97395966239355e-09
LRRC8E	2.28819363776187	4.20925404753802e-07
CSRP2	2.28615283370906	4.56753346256278e-09
CBR3	2.26296488965117	4.76716487263218e-06
MAGOHB	2.25689878753019	9.37246902310562e-08
MCTS1	2.23733243001867	1.35133149115063e-09
TTC7B	2.2276947301667	1.99357534924616e-08
TXNL1	2.22312330861027	4.58689441984461e-09
PCDH20	2.21812714519912	9.29789516135315e-06
VTI1B	2.16978111452633	5.64615225142617e-05
SF3B3	2.15727716291125	2.58082009230165e-06
GINS2	2.14908727159064	1.28133207244474e-06
ZNF585A	2.12879776939142	3.12723145108329e-05
OGFOD2	2.1217908326593	6.98315357539059e-07
SLIRP	2.11044604490788	1.82149282323962e-08
CLK3	2.09548853453169	8.11152922608471e-10
MPPE1	2.09213595026385	1.41306653045348e-07
RPS15A	2.08151475696487	1.21473622272106e-08
ATP6AP2	2.06731249328679	2.11491869350766e-07
B3GNT9	2.06030979020968	3.62140959442314e-07
PSMA4	2.05579270640734	1.10421118471038e-07
BEX1	2.05219759943735	1.99383159729116e-05
TM2D3	2.05056484666546	4.74946304507284e-10
CNPY2	2.04775958207045	1.67897873382117e-09
WDR61	2.02617038355966	1.91580911135247e-08
SRMS	2.01917259546267	2.5954887705737e-07
MIA	1.99953392780896	8.63781822957321e-07
LYSMD4	1.99757983915286	3.31312657029237e-05
ATXN7L3B	1.98114405091534	2.19996891814844e-08
C21orf59	1.97173478051589	2.63484820095528e-05
RPL6	1.94297745719046	2.61348720442811e-09
LLPH	1.92966251918603	8.58180172702561e-07
POP4	1.92428277084441	1.29160682149632e-10
DERL2	1.91886963444553	1.71758865858962e-05
ZFYVE21	1.91834365488752	6.22360928304033e-06
MAPKAPK5	1.88582794793833	8.59663328078852e-07
MORF4L1	1.86833682207578	4.39957267062141e-07
POLR1D	1.86754128477799	7.77082487246616e-09
GNAS	1.86253114515327	4.91213363673637e-06
KRT72	1.86065264923089	0.000309033210017517
CYSLTR2	1.81281886227725	1.95978388450868e-06
RANBP1	1.81076097440009	3.9616169740242e-06
P2RY8	1.79773633227678	1.91394953219515e-07
GPRASP2	1.78414839116249	3.80656049792094e-07
ZNF677	1.75472716841725	4.25144250337794e-05
DYRK4	1.74657765586121	4.36591207630954e-10
PSMC6	1.73391138244087	4.34940487181734e-07
PLCXD1	1.73099756906914	7.88429329823259e-07
TRIOBP	1.70067055548443	5.77935344026059e-09
NKAP	1.69976818144208	1.71561883188787e-06
FBXO22	1.68893337888819	1.17195938398318e-05
C15orf40	1.66267554243766	9.57699652914812e-08
TMEM97	1.64022061265031	7.53408682108159e-08
SOHLH2	1.58525816866732	7.20945988152977e-06
ASPG	1.57020229051229	4.47960989946594e-06
HSD17B2	1.56437456320669	7.75244675566e-07
EIF3L	1.56210244691318	8.22745431783289e-07
CCDC103	1.5477947721698	1.29874861398704e-06
HGS	1.54662264147583	1.71137015074763e-05
ZNF747	1.52103371964477	7.1772507101997e-06
VPS4A	1.49918916022664	3.37804362260385e-09
HM13	1.49295123018062	7.43401840344049e-05
HOXC8	1.48001460240469	1.00721314488794e-05
CA5A	1.47855938577691	6.23835034465614e-05
SOX10	1.47617930429679	1.44118954636951e-06
ZNF668	1.46554879081809	5.51857540465051e-06
C22orf39	1.45961088999831	2.59585950068697e-07
AKT2	1.45080627286891	5.37757121410465e-06
RILPL2	1.41492660849714	1.9288516561744e-08
TBCD	1.39790310265999	4.200163310486e-06
CHURC1	1.39533497726711	7.1475213303529e-08
WDR66	1.39349408419176	2.3094075102037e-05
GSTZ1	1.31184413427694	1.71771377566188e-06
FAM177A1	1.29442823547074	1.65624143888543e-05
CSF2RA	1.27683170842147	5.56168796794765e-07
WFDC1	1.26262138759741	7.21691840066541e-07
ITGAE	1.25872429344279	1.51792502123271e-07
RAB11A	1.2264678969683	2.85905765817773e-06
ALG1	1.19429235268389	2.16242402650835e-07
TNFRSF13C	1.17296713663883	0.000110932704553868
PDXK	1.16299404813107	3.57632188840995e-06
ELFN2	1.08514235895262	1.17554976020173e-05
H3F3B	1.00968905400521	1.97727619166699e-06
HAMP	0.87626398529991	3.4554219663363e-07
RAN	0.784459681827154	1.54646233596623e-08
CD163L1	0.732301282348684	3.76973223303878e-07
RYR1	0.663933076341011	5.48583480908249e-06
