PC1	PC2	Project	sampleName
78.0612859815232	-90.235259991313	GTEX-V6	GTEX-S32W-1126-SM-4AD5V
55.4705412537157	-5.16564975406582	GTEX-V6	GTEX-S3XE-1226-SM-4AD4L
48.1168263921716	-33.2261719686031	GTEX-V6	GTEX-S4Q7-0926-SM-4AD5D
36.118191984631	4.74837909761595	GTEX-V6	GTEX-S4UY-0926-SM-4AD6O
117.617472380027	-105.990186326293	GTEX-V6	GTEX-SE5C-1026-SM-4BRUG
58.3786678932189	12.4723170651178	GTEX-V6	GTEX-SNMC-0826-SM-4DM66
57.9447438943998	34.3822894948003	GTEX-V6	GTEX-SNOS-0526-SM-4DM54
100.202916466475	-112.699143097816	GTEX-V6	GTEX-U3ZM-0826-SM-4DXU6
82.9059891976456	-77.525771349094	GTEX-V6	GTEX-U4B1-1226-SM-4DXT7
60.337164854767	-32.5790034466394	GTEX-V6	GTEX-1117F-2826-SM-5GZXL
40.7552456834844	-6.4457711396079	GTEX-V6	GTEX-11EM3-1326-SM-5N9C6
62.9266615706526	-43.886106866661	GTEX-V6	GTEX-11I78-2226-SM-5PNYA
25.9026587818486	-8.82327692195145	GTEX-V6	GTEX-11P81-1926-SM-5BC53
67.1380207675772	-21.5519954807278	GTEX-V6	GTEX-1211K-1926-SM-5EQLB
21.1908977668183	-6.14053940559654	GTEX-V6	GTEX-1269C-2426-SM-5FQSN
60.4043997620173	-86.0265244016013	GTEX-V6	GTEX-12WSB-0626-SM-59HJO
75.7326124679882	-64.2212228373043	GTEX-V6	GTEX-12WSK-2226-SM-5GCO5
24.0645093168461	-26.8841656376306	GTEX-V6	GTEX-12ZZX-1126-SM-5EGKB
54.5602375250408	-26.8358654608468	GTEX-V6	GTEX-13113-1726-SM-5GCOO
48.4679880856944	-51.284630602989	GTEX-V6	GTEX-1313W-0826-SM-5EQ4T
32.7758180417248	2.0193057526804	GTEX-V6	GTEX-131XW-0726-SM-5EGK3
21.6674570924383	-14.1964521532059	GTEX-V6	GTEX-131YS-0626-SM-5EGKL
96.6753574393193	-74.5845144792267	GTEX-V6	GTEX-132AR-0826-SM-5EGK6
59.5519468459328	-21.5346302091434	GTEX-V6	GTEX-133LE-1726-SM-5K7VQ
58.6785761944522	-15.5054023346297	GTEX-V6	GTEX-1399U-1826-SM-5PNZ1
120.942106510182	-53.9403278515111	GTEX-V6	GTEX-13CF3-2126-SM-5IFJP
58.6714196700017	-16.7519885451911	GTEX-V6	GTEX-13D11-1026-SM-5IJFB
101.156093532714	-78.0421411050421	GTEX-V6	GTEX-13FTX-1126-SM-5N9EN
19.9891152985022	-2.88082767548767	GTEX-V6	GTEX-13FTY-2226-SM-5J1ND
21.4292618388656	-26.4214481041745	GTEX-V6	GTEX-13N11-1726-SM-5J1OJ
69.2492364144915	-20.4993359821537	GTEX-V6	GTEX-13O3O-0826-SM-5K7WE
27.9037958488932	-19.0412734391567	GTEX-V6	GTEX-13PL6-2926-SM-5L3I2
30.1809882421652	-7.1883863097432	GTEX-V6	GTEX-13QIC-2326-SM-5LU5N
46.8239087184037	-25.2730517803722	GTEX-V6	GTEX-13W3W-1226-SM-5LU4H
117.575684396372	-74.7234457931546	GTEX-V6	GTEX-145ME-1526-SM-5Q5F2
50.0703330510917	-37.8070201910683	GTEX-V6	GTEX-146FH-0826-SM-5SI8T
103.722021970461	-2.97453768537262	GTEX-V6	GTEX-14AS3-1626-SM-5S2OY
22.9676708403707	-15.1679698644199	GTEX-V6	GTEX-Q2AG-0326-SM-48U1O
50.8337958942246	-15.0305386271279	GTEX-V6	GTEX-QDT8-0626-SM-48TYW
57.605136272816	-56.4081805831833	GTEX-V6	GTEX-QVJO-1826-SM-447C9
42.8105987059444	-40.9083352653076	GTEX-V6	GTEX-R53T-1526-SM-48FEK
32.5641472245071	-18.2065175417943	GTEX-V6	GTEX-RU72-0626-SM-46MUI
72.8238134959236	-53.219922627248	GTEX-V6	GTEX-S32W-2026-SM-4AD6E
28.1497212936884	-17.9507438589964	GTEX-V6	GTEX-S341-1526-SM-4AD6K
34.629453391311	-0.633015728323527	GTEX-V6	GTEX-S4UY-0726-SM-4AD6X
