PC1	PC2	TCGA_Batch	sampleName
44.5107055562505	8.11368314987073	A056	TCGA-BH-A0E1-01A-11R-A056-07
-32.0498819924867	-108.511041924798	A24H	TCGA-LL-A440-01A-11R-A24H-07
-7.56831955759737	-18.0532606956459	A115	TCGA-BH-A0BR-01A-21R-A115-07
40.5960922735488	-0.507746995173577	A115	TCGA-C8-A12N-01A-11R-A115-07
43.6231763559634	-33.0869907450112	A14D	TCGA-E9-A1N5-01A-11R-A14D-07
12.8866161996277	53.3030295639563	A084	TCGA-A2-A0SV-01A-11R-A084-07
-23.1781053093163	17.5188777365414	A056	TCGA-B6-A0IK-01A-12R-A056-07
23.9037331736731	29.2025235057868	A056	TCGA-A2-A0CT-01A-31R-A056-07
24.6751845859962	-46.5883037174534	A12D	TCGA-E2-A14Q-01A-11R-A12D-07
16.5765725834837	-55.5129872360692	A10J	TCGA-AO-A12E-01A-11R-A10J-07
23.3199546450635	12.799214242304	A084	TCGA-A1-A0SM-01A-11R-A084-07
29.9775385356432	12.2019362862968	A13Q	TCGA-D8-A1JD-01A-11R-A13Q-07
0.836863792986059	-36.2504155983337	A034	TCGA-A8-A07G-01A-11R-A034-07
8.40439194191288	36.6776557857693	A00Z	TCGA-A8-A08P-01A-11R-A00Z-07
-102.36538626717	88.4736111442914	A13Q	TCGA-D8-A1JM-01A-11R-A13Q-07
52.6124510678201	43.8711248501076	A13Q	TCGA-D8-A1JN-01A-11R-A13Q-07
54.2090126931722	-5.22834572202471	A13Q	TCGA-BH-A1FR-01A-11R-A13Q-07
63.4113940735367	-0.000720328750729166	A084	TCGA-B6-A0RN-01A-12R-A084-07
-104.270310046176	92.2939823268432	A27Q	TCGA-BH-A5IZ-01A-11R-A27Q-07
38.5933293063622	24.6625425064885	A144	TCGA-E2-A1IK-01A-11R-A144-07
